department_name,course_name,semester_year,term_name,course_code,student_id_count,high_school_gpa_mean
Literature,Modern & Contemporary American Poetry,2016,Fall,LITE-4500,7,3.142857143
Urban Studie,Modern & Contemporary American Poetry,2018,Fall,LITE-4500,2,3.355
Religion,The Tempest,2014,Fall,LITE-7100,1,3.37
Aeronautics,The Tempest,2017,Fall,LITE-7100,1,3.84
Aeronautics,The Tempest,2014,Fall,LITE-7100,2,3.84
Environment and Natural Resources,The Tempest,2014,Fall,LITE-7100,1,3.16
Environment and Natural Resources,Tolkien's Unfinished Tales of Nemenor and Middle-earth,2014,Fall,LITE-7700,1,2.83
Classics,Tolkien's Unfinished Tales of Nemenor and Middle-earth,2015,Fall,LITE-7700,1,3.32
Aeronautics,Tolkien's Unfinished Tales of Nemenor and Middle-earth,2014,Fall,LITE-7700,1,2.6
Sociology,Algebraic Topology: A Beginner's Course,2015,Fall,MATH-0400,1,3.33
Computer Science,Algebraic Topology: A Beginner's Course,2020,Fall,MATH-0400,1,3.21
Anthropology,Algebraic Topology: A Beginner's Course,2020,Fall,MATH-0400,1,3.15
Biology,Algebraic Topology: A Beginner's Course,2015,Fall,MATH-0400,1,3.37
Engineering,Algebraic Topology: A Beginner's Course,2018,Fall,MATH-0400,1,3.34
Urban Studie,Algebraic Topology: A Beginner's Course,2020,Fall,MATH-0400,1,3.25
Physics,Algebraic Topology: A Beginner's Course,2020,Fall,MATH-0400,1,3.25
Design,Algebraic Topology: A Beginner's Course,2016,Fall,MATH-0400,1,3.52
Architecture,Algebraic Topology: A Beginner's Course,2015,Fall,MATH-0400,1,3.33
Business,Algebraic Topology: A Beginner's Course,2018,Fall,MATH-0400,1,3.93
Math,Computational Science and Engineering I,2014,Fall,MATH-2200,3,3.153333333
Geography,Computational Science and Engineering I,2016,Fall,MATH-2200,1,3.38
Archaeology,Real Analysis,2014,Fall,MATH-5900,2,3.375
Urban Studie,Real Analysis,2017,Fall,MATH-5900,1,3.4
Astronomy,Real Analysis,2016,Fall,MATH-5900,1,3.16
Business,Statistics,2014,Fall,MATH-6900,1,3.12
Environment and Natural Resources,Statistics,2016,Fall,MATH-6900,1,3.62
Personal Development,Statistics,2014,Fall,MATH-6900,1,3.23
Computer Science,Statistics,2017,Fall,MATH-6900,1,3.92
Aeronautics,Aesthetics & Philosophy of Art,2015,Fall,PHIL-0400,1,2.72
Geography,Aesthetics & Philosophy of Art,2018,Fall,PHIL-0400,1,2.98
Data Science,Aesthetics & Philosophy of Art,2019,Fall,PHIL-0400,1,3.26
Art,Aesthetics & Philosophy of Art,2016,Fall,PHIL-0400,1,3.25
World Languages,Critical Reasoning for Beginners,2014,Fall,PHIL-2000,1,2.6
Aeronautics,Critical Reasoning for Beginners,2019,Fall,PHIL-2000,1,2.95
Business,Critical Reasoning for Beginners,2018,Fall,PHIL-2000,1,3.45
Political Science,Critical Reasoning for Beginners,2016,Fall,PHIL-2000,1,3.36
Political Science,Eight Philosophy Courses by Gilles Deleuze,2016,Fall,PHIL-3100,3,3.176666667
Anthropology,Eight Philosophy Courses by Gilles Deleuze,2017,Fall,PHIL-3100,2,2.88
Media Studies,Eight Philosophy Courses by Gilles Deleuze,2016,Fall,PHIL-3100,1,3.02
Math,Merleau-Ponty's Phenomenology of Perception,2017,Fall,PHIL-10900,1,3.4
Film,Merleau-Ponty's Phenomenology of Perception,2014,Fall,PHIL-10900,1,2.87
Urban Studie,Merleau-Ponty's Phenomenology of Perception,2016,Fall,PHIL-10900,1,3.46
Design,Merleau-Ponty's Phenomenology of Perception,2015,Fall,PHIL-10900,1,3.88
Art,Nietzsche on Mind and Nature,2015,Fall,PHIL-11800,2,3.265
Philosophy,Nietzsche on Mind and Nature,2018,Fall,PHIL-11800,1,3.05
Geography,Nietzsche on Mind and Nature,2019,Fall,PHIL-11800,1,2.98
Health,Nietzsche on Mind and Nature,2014,Fall,PHIL-11800,1,3.54
Astronomy,Plato's Apology of Socrates,2014,Fall,PHIL-15000,2,2.975
Architecture,Plato's Apology of Socrates,2015,Fall,PHIL-15000,3,3.483333333
Philosophy,Plato's Apology of Socrates,2018,Fall,PHIL-15000,3,2.916666667
Physics,Plato's Apology of Socrates,2016,Fall,PHIL-15000,1,3.03
Philosophy,Plato's Apology of Socrates,2015,Fall,PHIL-15000,1,3.87
Astronomy,Plato's Republic,2014,Fall,PHIL-15600,1,3.53
Aeronautics,Plato's Republic,2019,Fall,PHIL-15600,1,3.01
Law,Plato's Republic,2014,Fall,PHIL-15600,1,3.58
Law,Plato's Republic,2018,Fall,PHIL-15600,1,3.2
Geography,Symbolic Logic,2018,Fall,PHIL-17700,1,3.28
Urban Studie,Symbolic Logic,2016,Fall,PHIL-17700,1,3.25
Film,Symbolic Logic,2014,Fall,PHIL-17700,2,3.68
Religion,Symbolic Logic,2014,Fall,PHIL-17700,1,3
Writing,Symbolic Logic,2015,Fall,PHIL-17700,1,3.03
Literature,Symbolic Logic,2017,Fall,PHIL-17700,1,3.07
Classics,Symbolic Logic,2016,Fall,PHIL-17700,1,3.5
Engineering,The Examined Life,2015,Fall,PHIL-18300,1,3.29
Astronomy,The Examined Life,2017,Fall,PHIL-18300,2,3.115
Architecture,The Examined Life,2014,Fall,PHIL-18300,1,3.7
Health,The Examined Life,2015,Fall,PHIL-18300,1,2.97
Astronomy,The Examined Life,2015,Fall,PHIL-18300,1,3.33
Design,The Rational Mind,2016,Fall,PHIL-19400,2,3.83
Math,The Rational Mind,2017,Fall,PHIL-19400,1,2.62
Film,The Rational Mind,2018,Fall,PHIL-19400,1,2.69
Communication,Unveiling Reality,2014,Fall,PHIL-20700,1,3.15
Media Studies,Unveiling Reality,2016,Fall,PHIL-20700,3,3.13
Economics and Finance,Unveiling Reality,2015,Fall,PHIL-20700,1,3.06
Architecture,Unveiling Reality,2016,Fall,PHIL-20700,1,3.05
World Languages,The Mechanical Universe,2014,Fall,PHYS-9500,1,3.55
Physics,Why the World Exists,2016,Fall,PHYS-10000,3,3.383333333
Music and Performing Arts,African American Studies: Intro to African American Political Thought,2017,Fall,POLI-0100,1,3.51
Literature,African American Studies: Intro to African American Political Thought,2019,Fall,POLI-0100,1,3.43
Writing,African American Studies: Intro to African American Political Thought,2018,Fall,POLI-0100,1,2.84
Personal Development,African American Studies: Intro to African American Political Thought,2017,Fall,POLI-0100,2,3.585
Health,African American Studies: Intro to African American Political Thought,2016,Fall,POLI-0100,1,2.62
Film,African American Studies: Intro to African American Political Thought,2020,Fall,POLI-0100,1,2.91
Psychology and Neuroscience,Buddhism and Cognitive Science,2018,Fall,PSYC-0700,9,2.97
Biology,Buddhism and Cognitive Science,2019,Fall,PSYC-0700,2,2.915
Psychology and Neuroscience,Buddhism and Cognitive Science,2020,Fall,PSYC-0700,4,2.88
Law,Buddhism and Cognitive Science,2017,Fall,PSYC-0700,1,2.88
Classics,Buddhism and Cognitive Science,2018,Fall,PSYC-0700,1,3.11
Math,Buddhism and Cognitive Science,2019,Fall,PSYC-0700,1,3.12
Psychology and Neuroscience,Environmental Psychology,2020,Fall,PSYC-1500,10,3.282
Philosophy,Environmental Psychology,2020,Fall,PSYC-1500,2,3.25
Engineering,Environmental Psychology,2015,Fall,PSYC-1500,2,3.09
Classics,Environmental Psychology,2015,Fall,PSYC-1500,1,3.67
Archaeology,Environmental Psychology,2014,Fall,PSYC-1500,1,2.83
Law,How to Think Like a Psychologist,2015,Fall,PSYC-2400,1,3.11
Classics,How to Think Like a Psychologist,2016,Fall,PSYC-2400,1,2.51
Sociology,The Neuronal Basis of Psychology,2016,Fall,PSYC-7700,2,3.52
Media Studies,The Neuronal Basis of Psychology,2017,Fall,PSYC-7700,2,3.505
Music and Performing Arts,The Neuronal Basis of Psychology,2015,Fall,PSYC-7700,1,2.84
Media Studies,The Neuronal Basis of Psychology,2015,Fall,PSYC-7700,1,3.55
Communication,The Neuronal Basis of Psychology,2016,Fall,PSYC-7700,1,3.32
Political Science,The Neuronal Basis of Psychology,2016,Fall,PSYC-7700,1,3.29
Math,The New Psychology of Depression,2014,Fall,PSYC-7800,1,3.12
Art,The New Psychology of Depression,2014,Fall,PSYC-7800,2,3.08
Film,Doctrine of God,2014,Fall,RELI-1200,3,3.183333333
Religion,Literature and World of the Old Testament/Hebrew Bible,2016,Fall,RELI-3300,13,3.028461538
Economics and Finance,Literature and World of the Old Testament/Hebrew Bible,2014,Fall,RELI-3300,1,3.54
Political Science,Literature and World of the Old Testament/Hebrew Bible,2015,Fall,RELI-3300,1,3.48
Astronomy,Literature and World of the Old Testament/Hebrew Bible,2018,Fall,RELI-3300,1,2.85
Writing,Literature and World of the Old Testament/Hebrew Bible,2016,Fall,RELI-3300,1,3.17
Chemistry,Literature and World of the Old Testament/Hebrew Bible,2017,Fall,RELI-3300,1,2.94
Religion,Science Magic and Religion: From Antiquity to Present,2017,Fall,RELI-4000,13,3.12
Economics and Finance,Science Magic and Religion: From Antiquity to Present,2014,Fall,RELI-4000,1,3.13
History,Science Magic and Religion: From Antiquity to Present,2015,Fall,RELI-4000,1,3.33
Personal Development,Systematic Theology 101: Prolegomena,2017,Fall,RELI-4300,1,2.43
Geography,Systematic Theology 101: Prolegomena,2018,Fall,RELI-4300,1,2.32
Urban Studie,Intermediate Chinese,2015,Fall,WORL-1000,1,3.46
Art,Intermediate Chinese,2015,Fall,WORL-1000,1,2.87
Sociology,Russian for Beginners 1,2014,Fall,WORL-3400,2,3.605
Communication,Russian for Beginners 1,2017,Fall,WORL-3400,1,2.9
Art,Russian for Beginners 1,2014,Fall,WORL-3400,1,3.05
Environment and Natural Resources,Russian for Beginners 1,2015,Fall,WORL-3400,1,2.74
Urban Studie,Thai Alphabet,2014,Fall,WORL-3900,1,3.19
Business,Advanced Operating Systems Structures and Implementation,2016,Fall,COMP-0300,2,3.2
Health,Advanced Operating Systems Structures and Implementation,2017,Fall,COMP-0300,1,3.25
Architecture,Advanced Operating Systems Structures and Implementation,2018,Fall,COMP-0300,2,3.595
Environment and Natural Resources,Advanced Operating Systems Structures and Implementation,2014,Fall,COMP-0300,1,3.41
Anthropology,Advanced Operating Systems Structures and Implementation,2020,Fall,COMP-0300,1,3.48
Computer Science,Advanced Operating Systems Structures and Implementation,2014,Fall,COMP-0300,1,3.56
Design,Computer System Engineering,2015,Fall,COMP-4100,1,3.09
Business,Computer System Engineering,2016,Fall,COMP-4100,1,2.95
Computer Science,Computer System Engineering,2016,Fall,COMP-4100,1,2.54
Business,Data Structures and Algorithms,2016,Fall,COMP-5400,1,3.28
Communication,Data Structures and Algorithms,2017,Fall,COMP-5400,1,3.33
Aeronautics,Data Structures and Algorithms,2017,Fall,COMP-5400,2,3.03
Music and Performing Arts,Data Structures and Algorithms,2014,Fall,COMP-5400,1,3.56
Anthropology,Data Structures and Algorithms,2017,Fall,COMP-5400,1,2.94
Urban Studie,Discrete Mathematical Structures,2016,Fall,COMP-6400,1,2.75
Aeronautics,Discrete Mathematical Structures,2015,Fall,COMP-6400,1,3.18
Media Studies,Introduction to Computer Graphics & GPU Programming,2016,Fall,COMP-8800,2,2.995
Computer Science,Introduction to Computer Graphics & GPU Programming,2016,Fall,COMP-8800,5,3.236
Philosophy,Introduction to Computer Graphics & GPU Programming,2014,Fall,COMP-8800,2,3.325
Literature,Machine Learning with Python: A Practical Introduction,2018,Fall,COMP-12900,1,4.19
Economics and Finance,Machine Learning with Python: A Practical Introduction,2018,Fall,COMP-12900,1,3.02
Psychology and Neuroscience,Machine Learning with Python: A Practical Introduction,2015,Fall,COMP-12900,2,2.95
Classics,Machine Learning with Python: A Practical Introduction,2018,Fall,COMP-12900,1,2.99
Environment and Natural Resources,Machine Learning with Python: A Practical Introduction,2018,Fall,COMP-12900,1,3.54
Sociology,Machine Learning with Python: A Practical Introduction,2018,Fall,COMP-12900,1,2.92
World Languages,Massively Parallel Computing,2014,Fall,COMP-13100,2,3.265
Sociology,Massively Parallel Computing,2017,Fall,COMP-13100,2,3.03
Economics and Finance,Massively Parallel Computing,2016,Fall,COMP-13100,1,2.6
Urban Studie,Programming Languages Part A,2017,Fall,COMP-14800,1,2.56
Business,Programming Languages Part A,2017,Fall,COMP-14800,1,2.94
Design,Programming Languages Part A,2017,Fall,COMP-14800,1,3.51
Design,Python Data Representations,2016,Fall,COMP-15600,1,3.34
Health,Python Data Representations,2015,Fall,COMP-15600,1,2.87
Design,Python Data Representations,2015,Fall,COMP-15600,1,2.36
Data Science,Data Science Tools,2015,Fall,DATA-1200,9,3.091111111
Data Science,Data Science Tools,2018,Fall,DATA-1200,16,3.23875
Sociology,Data Science Tools,2016,Fall,DATA-1200,1,3.64
Chemistry,Data Science Tools,2016,Fall,DATA-1200,2,2.64
World Languages,Data Science Tools,2014,Fall,DATA-1200,1,3.09
Literature,Data Science Tools,2016,Fall,DATA-1200,1,3.64
Economics and Finance,Managing Data Analysis,2016,Fall,DATA-3100,1,2.73
Computer Science,Managing Data Analysis,2018,Fall,DATA-3100,1,3.82
Classics,Managing Data Analysis,2018,Fall,DATA-3100,1,3.53
Urban Studie,Managing Data Analysis,2019,Fall,DATA-3100,1,3.48
Architecture,Managing Data Analysis,2015,Fall,DATA-3100,1,3.92
Physics,Managing Data Analysis,2018,Fall,DATA-3100,1,3.08
Philosophy,Managing Data Analysis,2016,Fall,DATA-3100,1,3.08
Film,Managing Data Analysis,2018,Fall,DATA-3100,2,3.395
Geography,Advanced Visualization,2018,Fall,ENGI-0200,1,2.37
Sociology,Advanced Visualization,2020,Fall,ENGI-0200,1,3.26
Computer Science,Advanced Visualization,2019,Fall,ENGI-0200,1,3.06
Biology,Advanced Visualization,2018,Fall,ENGI-0200,1,3.29
Engineering,Electrical,2018,Fall,ENGI-1700,10,3.199
Business,Electrical,2018,Fall,ENGI-1700,1,3.52
Astronomy,Electrical,2016,Fall,ENGI-1700,2,3.08
Film,Electrical,2018,Fall,ENGI-1700,2,2.84
Aeronautics,Electrical,2016,Fall,ENGI-1700,1,3.41
Law,Electrical,2018,Fall,ENGI-1700,1,3.91
Music and Performing Arts,Education for Sustainable Living: Environment,2014,Fall,ENVI-0700,3,3.256666667
Geography,Education for Sustainable Living: Environment,2019,Fall,ENVI-0700,1,3.46
Astronomy,Education for Sustainable Living: Environment,2017,Fall,ENVI-0700,1,2.87
Urban Studie,Education for Sustainable Living: Environment,2018,Fall,ENVI-0700,1,3.62
Communication,Education for Sustainable Living: Environment,2017,Fall,ENVI-0700,1,2.76
Environment and Natural Resources,A Law Student's Toolkit,2017,Fall,LAW-0100,1,2.96
Literature,A Law Student's Toolkit,2019,Fall,LAW-0100,1,3.15
Literature,A Law Student's Toolkit,2020,Fall,LAW-0100,1,3.61
Law,A Law Student's Toolkit,2017,Fall,LAW-0100,15,2.974
Aeronautics,A Law Student's Toolkit,2015,Fall,LAW-0100,1,3
Law,Progressive Alternatives: Institutional Reconstruction Today,2020,Fall,LAW-1700,4,2.94
Geography,Progressive Alternatives: Institutional Reconstruction Today,2018,Fall,LAW-1700,3,3.11
Environment and Natural Resources,Progressive Alternatives: Institutional Reconstruction Today,2016,Fall,LAW-1700,1,2.9
Health,Progressive Alternatives: Institutional Reconstruction Today,2017,Fall,LAW-1700,1,3.39
Urban Studie,Progressive Alternatives: Institutional Reconstruction Today,2015,Fall,LAW-1700,1,3.19
Religion,Progressive Alternatives: Institutional Reconstruction Today,2015,Fall,LAW-1700,1,3.06
Business,Advanced Business Strategy,2018,Fall,BUSI-0200,5,3.352
Computer Science,Advanced Business Strategy,2017,Fall,BUSI-0200,1,3.05
Business,Advanced Business Strategy,2017,Fall,BUSI-0200,5,3.214
Aeronautics,Advanced Business Strategy,2020,Fall,BUSI-0200,1,3.57
Sociology,Advanced Business Strategy,2016,Fall,BUSI-0200,1,3.57
Math,Advanced Business Strategy,2017,Fall,BUSI-0200,1,3.33
Philosophy,Advanced Business Strategy,2014,Fall,BUSI-0200,1,3.27
Writing,Budgeting and Scheduling Projects,2014,Fall,BUSI-0700,2,3.36
Business,Budgeting and Scheduling Projects,2015,Fall,BUSI-0700,7,3.14
Business,Budgeting and Scheduling Projects,2017,Fall,BUSI-0700,3,3.4
Geography,Budgeting and Scheduling Projects,2014,Fall,BUSI-0700,1,3.28
History,Budgeting and Scheduling Projects,2020,Fall,BUSI-0700,1,3.6
Business,Business Fundamentals: Effective Communication,2014,Fall,BUSI-1200,6,3.088333333
Architecture,Business Fundamentals: Effective Communication,2016,Fall,BUSI-1200,1,3.05
Business,Business Fundamentals: Effective Communication,2016,Fall,BUSI-1200,2,3.355
Media Studies,Business Intelligence Tools,2014,Fall,BUSI-1400,1,3.04
Environment and Natural Resources,Business Intelligence Tools,2014,Fall,BUSI-1400,1,2.65
Biology,Business Intelligence Tools,2015,Fall,BUSI-1400,1,2.79
Law,Business Intelligence Tools,2018,Fall,BUSI-1400,1,3.49
Computer Science,Business Intelligence Tools,2019,Fall,BUSI-1400,1,3.33
Business,Business Strategy from Wharton: Competitive Advantage,2017,Fall,BUSI-1500,3,2.923333333
Film,Business Strategy from Wharton: Competitive Advantage,2020,Fall,BUSI-1500,3,3.523333333
Media Studies,Business Strategy from Wharton: Competitive Advantage,2014,Fall,BUSI-1500,1,3.32
Aeronautics,Business Strategy from Wharton: Competitive Advantage,2019,Fall,BUSI-1500,1,3.46
Business,Financial Management,2018,Fall,BUSI-3700,8,3.28625
Business,Financial Management,2017,Fall,BUSI-3700,3,3.193333333
Communication,Financial Management,2018,Fall,BUSI-3700,1,3.09
Geography,Inspiring Leadership through Emotional Intelligence,2018,Fall,BUSI-5800,2,2.52
Geography,Inspiring Leadership through Emotional Intelligence,2016,Fall,BUSI-5800,1,2.83
Astronomy,Inspiring Leadership through Emotional Intelligence,2017,Fall,BUSI-5800,1,3.26
Data Science,Successful Negotiation: Essential Strategies and Skills,2014,Fall,BUSI-9800,1,3.05
Geography,Successful Negotiation: Essential Strategies and Skills,2016,Fall,BUSI-9800,3,3.336666667
Classics,Against All Odds: Inside Statistics,2019,Fall,ECON-0200,1,3.34
Writing,Against All Odds: Inside Statistics,2014,Fall,ECON-0200,1,3.03
Environment and Natural Resources,Against All Odds: Inside Statistics,2014,Fall,ECON-0200,1,2.74
World Languages,Against All Odds: Inside Statistics,2015,Fall,ECON-0200,1,3.09
Geography,Crisis Globalization and Economics,2014,Fall,ECON-1100,1,3.62
Political Science,Crisis Globalization and Economics,2014,Fall,ECON-1100,2,3.23
Sociology,Economics of Money and Banking,2014,Fall,ECON-1700,1,3.39
Literature,Economics of Money and Banking,2016,Fall,ECON-1700,2,2.92
Physics,Economics of Money and Banking,2017,Fall,ECON-1700,1,3.62
Personal Development,Economics of Money and Banking,2019,Fall,ECON-1700,1,2.97
Architecture,Economics of Money and Banking,2018,Fall,ECON-1700,1,3.79
Economics and Finance,Radical Capitalism,2017,Fall,ECON-6700,13,3.066923077
Urban Studie,Radical Capitalism,2017,Fall,ECON-6700,2,3.015
Design,Radical Capitalism,2014,Fall,ECON-6700,1,2.89
Business,Road to the Free Digital Society,2016,Fall,MEDI-1300,1,2.95
Aeronautics,Road to the Free Digital Society,2017,Fall,MEDI-1300,1,3.14
Music and Performing Arts,Dave Conservatoire (Music Theory Lessons),2015,Fall,MUSI-0200,24,3.109166667
Data Science,Dave Conservatoire (Music Theory Lessons),2018,Fall,MUSI-0200,1,2.86
Data Science,Dave Conservatoire (Music Theory Lessons),2017,Fall,MUSI-0200,1,3.22
Communication,Dave Conservatoire (Music Theory Lessons),2020,Fall,MUSI-0200,1,4.31
Personal Development,The Unanswered Question: 6 Lectures on Music,2018,Fall,MUSI-1500,4,3.385
Communication,The Unanswered Question: 6 Lectures on Music,2019,Fall,MUSI-1500,2,3.185
History,The Unanswered Question: 6 Lectures on Music,2020,Fall,MUSI-1500,1,3.78
Sociology,The Unanswered Question: 6 Lectures on Music,2014,Fall,MUSI-1500,1,3.55
World Languages,The Unanswered Question: 6 Lectures on Music,2016,Fall,MUSI-1500,2,3.4
Computer Science,The Unanswered Question: 6 Lectures on Music,2015,Fall,MUSI-1500,2,3.08
Personal Development,The Unanswered Question: 6 Lectures on Music,2014,Fall,MUSI-1500,1,3.76
Computer Science,The Unanswered Question: 6 Lectures on Music,2020,Fall,MUSI-1500,1,2.87
Writing,The Art of Engineering,2017,Fall,ENGI-6800,1,3.2
World Languages,Archaeology: from Dig to Lab and Beyond,2017,Fall,ARHY-0100,1,3.23
Computer Science,Archaeology: from Dig to Lab and Beyond,2019,Fall,ARHY-0100,1,3.09
Archaeology,Pyramids of Giza: Ancient Egyptian Art and Archaeology,2014,Fall,ARHY-0600,22,3.099090909
Geography,Pyramids of Giza: Ancient Egyptian Art and Archaeology,2017,Fall,ARHY-0600,1,3.1
Math,Pyramids of Giza: Ancient Egyptian Art and Archaeology,2016,Fall,ARHY-0600,1,3.2
